district,date,disease,disease_group,disease_communicable,n_cases
Moshi,2021-04-01,Marasmus,Malnutrition,NCD,0
Moshi,2021-04-01,Measles,Other Communicable Diseases,CD,NA
Moshi,2021-04-01,Meningitis,Neurological Disorders,Both,0
Moshi,2021-04-01,Mild/Moderate Anemia,Cardiovascular Disease,NCD,355
Moshi,2021-04-01,Moderate Malnutrition,Malnutrition,NCD,9
Moshi,2021-04-01,Neoplasms/Cancer,Cancer,NCD,47
Moshi,2021-04-01,Neuroses,Neurological Disorders,NCD,54
Moshi,2021-04-01,"Nutritional Disorders, Other",Malnutrition,NCD,68
Moshi,2021-04-01,Other Cardiovascular Diseases,Cardiovascular Disease,NCD,244
Moshi,2021-04-01,Peptic Ulcers,Other Non-Communicable Diseases,NCD,794
Moshi,2021-04-01,"Pneumonia, Severe",Respiratory Infection,CD,761
Moshi,2021-04-01,Poisoning,Other Non-Communicable Diseases,NCD,24
Moshi,2021-04-01,Psychoses,Neurological Disorders,NCD,344
Moshi,2021-04-01,Rabies,Other Communicable Diseases,CD,NA
Moshi,2021-04-01,Relapsing Fever (Louse Borne Typhus),Other vector borne diseases,CD,NA
Moshi,2021-04-01,Road Traffic Accidents,Trauma and Injuries,NCD,91
Moshi,2021-04-01,Schistosomiasis,Neglected Tropical Disease (NTD),CD,2
Moshi,2021-04-01,Skin Infection - Fungal,Skin infection,CD,505
Moshi,2021-04-01,Snake and Insect Bites,Other Non-Communicable Diseases,NCD,21
Moshi,2021-04-01,Substance Abuse,Other Non-Communicable Diseases,NCD,18
Moshi,2021-04-01,Trypanosomiasis,Other vector borne diseases,CD,NA
Moshi,2021-04-01,Tuberculosis,Respiratory Infection,CD,36
Moshi,2021-04-01,Typhoid,Other Communicable Diseases/Gastrointestinal infections,CD,4
Moshi,2021-04-01,Upper Respiratory Infections,Respiratory Infection,CD,6367
Moshi,2021-04-01,Urinary Tract Infections,Other Communicable Diseases,CD,3264
Moshi,2021-04-01,Viral Haemorrhagic Fevers,Other vector borne diseases,CD,NA
Moshi,2021-04-01,Yellow Fever,Other vector borne diseases,CD,NA
Moshi,2021-05-01,Acute Flaccid Paralysis,Neurological Disorders,Both,0
Moshi,2021-05-01,Bronchial Asthma,Respiratory Disease,NCD,509
Moshi,2021-05-01,Caries,Other Non-Communicable Diseases,NCD,186
Moshi,2021-05-01,Cholera,Diarrheal disease/Gastrointesntinal infections,CD,0
Moshi,2021-05-01,Diabetes Mellitus,Diabetes Mellitus,NCD,1803
Moshi,2021-05-01,Diarrhea With No Dehydration,Diarrheal disease/Gastrointesntinal infections,Both,842
Moshi,2021-05-01,Diarrhea With Severe Dehydration,Diarrheal disease/Gastrointesntinal infections,CD,45
Moshi,2021-05-01,Dysentery,Diarrheal disease/Gastrointesntinal infections,CD,47
Moshi,2021-05-01,Epilepsy,Neurological Disorders,NCD,210
Moshi,2021-05-01,Fractures,Trauma and Injuries,NCD,333
Moshi,2021-05-01,Gynecological Diseases,Gynecological Diseases,NCD,197
Moshi,2021-05-01,Hypertension,Cardiovascular Disease,NCD,2811
Moshi,2021-05-01,Infectious Eye Disease,Other Communicable Diseases,CD,253
Moshi,2021-05-01,Influenza,Respiratory Infection,CD,332
Moshi,2021-05-01,Intestinal Worms,Other Communicable Diseases/Gastrointestinal infections,CD,481
Moshi,2021-05-01,Kwashiorkor,Malnutrition,NCD,0
Moshi,2021-05-01,Leprosy,Other Communicable Diseases,CD,2
Moshi,2021-05-01,Malaria,Vector borne infection,CD,125
Moshi,2021-05-01,Marasmic Kwashiorkor,Malnutrition,NCD,9
Moshi,2021-05-01,Marasmus,Malnutrition,NCD,2
Moshi,2021-05-01,Measles,Other Communicable Diseases,CD,NA
Moshi,2021-05-01,Meningitis,Neurological Disorders,Both,2
Moshi,2021-05-01,Mild/Moderate Anemia,Cardiovascular Disease,NCD,412
Moshi,2021-05-01,Moderate Malnutrition,Malnutrition,NCD,9
Moshi,2021-05-01,Neoplasms/Cancer,Cancer,NCD,24
Moshi,2021-05-01,Neuroses,Neurological Disorders,NCD,46
Moshi,2021-05-01,"Nutritional Disorders, Other",Malnutrition,NCD,73
Moshi,2021-05-01,Other Cardiovascular Diseases,Cardiovascular Disease,NCD,288
Moshi,2021-05-01,Peptic Ulcers,Other Non-Communicable Diseases,NCD,1214
Moshi,2021-05-01,"Pneumonia, Severe",Respiratory Infection,CD,1459
Moshi,2021-05-01,Poisoning,Other Non-Communicable Diseases,NCD,40
Moshi,2021-05-01,Psychoses,Neurological Disorders,NCD,385
Moshi,2021-05-01,Rabies,Other Communicable Diseases,CD,NA
Moshi,2021-05-01,Relapsing Fever (Louse Borne Typhus),Other vector borne diseases,CD,NA
Moshi,2021-05-01,Road Traffic Accidents,Trauma and Injuries,NCD,21
Moshi,2021-05-01,Schistosomiasis,Neglected Tropical Disease (NTD),CD,2
Moshi,2021-05-01,Skin Infection - Fungal,Skin infection,CD,458
Moshi,2021-05-01,Snake and Insect Bites,Other Non-Communicable Diseases,NCD,37
Moshi,2021-05-01,Substance Abuse,Other Non-Communicable Diseases,NCD,32
Moshi,2021-05-01,Trypanosomiasis,Other vector borne diseases,CD,NA
Moshi,2021-05-01,Tuberculosis,Respiratory Infection,CD,79
Moshi,2021-05-01,Typhoid,Other Communicable Diseases/Gastrointestinal infections,CD,6
Moshi,2021-05-01,Upper Respiratory Infections,Respiratory Infection,CD,7741
Moshi,2021-05-01,Urinary Tract Infections,Other Communicable Diseases,CD,4323
Moshi,2021-05-01,Viral Haemorrhagic Fevers,Other vector borne diseases,CD,NA
Moshi,2021-05-01,Yellow Fever,Other vector borne diseases,CD,NA
Moshi,2021-06-01,Acute Flaccid Paralysis,Neurological Disorders,Both,0
Moshi,2021-06-01,Bronchial Asthma,Respiratory Disease,NCD,511
Moshi,2021-06-01,Caries,Other Non-Communicable Diseases,NCD,162
Moshi,2021-06-01,Cholera,Diarrheal disease/Gastrointesntinal infections,CD,12
Moshi,2021-06-01,Diabetes Mellitus,Diabetes Mellitus,NCD,1763
Moshi,2021-06-01,Diarrhea With No Dehydration,Diarrheal disease/Gastrointesntinal infections,Both,781
Moshi,2021-06-01,Diarrhea With Severe Dehydration,Diarrheal disease/Gastrointesntinal infections,CD,39
Moshi,2021-06-01,Dysentery,Diarrheal disease/Gastrointesntinal infections,CD,56
Moshi,2021-06-01,Epilepsy,Neurological Disorders,NCD,206
Moshi,2021-06-01,Fractures,Trauma and Injuries,NCD,475
Moshi,2021-06-01,Gynecological Diseases,Gynecological Diseases,NCD,243
Moshi,2021-06-01,Hypertension,Cardiovascular Disease,NCD,2931
Moshi,2021-06-01,Infectious Eye Disease,Other Communicable Diseases,CD,195
Moshi,2021-06-01,Influenza,Respiratory Infection,CD,1471
Moshi,2021-06-01,Intestinal Worms,Other Communicable Diseases/Gastrointestinal infections,CD,407
Moshi,2021-06-01,Kwashiorkor,Malnutrition,NCD,0
Moshi,2021-06-01,Leprosy,Other Communicable Diseases,CD,4
Moshi,2021-06-01,Malaria,Vector borne infection,CD,139
Moshi,2021-06-01,Marasmic Kwashiorkor,Malnutrition,NCD,0
Moshi,2021-06-01,Marasmus,Malnutrition,NCD,13
Moshi,2021-06-01,Measles,Other Communicable Diseases,CD,NA
Moshi,2021-06-01,Meningitis,Neurological Disorders,Both,17
Moshi,2021-06-01,Mild/Moderate Anemia,Cardiovascular Disease,NCD,349
Moshi,2021-06-01,Moderate Malnutrition,Malnutrition,NCD,10
Moshi,2021-06-01,Neoplasms/Cancer,Cancer,NCD,31
Moshi,2021-06-01,Neuroses,Neurological Disorders,NCD,124
Moshi,2021-06-01,"Nutritional Disorders, Other",Malnutrition,NCD,108
Moshi,2021-06-01,Other Cardiovascular Diseases,Cardiovascular Disease,NCD,187
Moshi,2021-06-01,Peptic Ulcers,Other Non-Communicable Diseases,NCD,1091
Moshi,2021-06-01,"Pneumonia, Severe",Respiratory Infection,CD,1548
Moshi,2021-06-01,Poisoning,Other Non-Communicable Diseases,NCD,23
Moshi,2021-06-01,Psychoses,Neurological Disorders,NCD,362
Moshi,2021-06-01,Rabies,Other Communicable Diseases,CD,NA
Moshi,2021-06-01,Relapsing Fever (Louse Borne Typhus),Other vector borne diseases,CD,NA
Moshi,2021-06-01,Road Traffic Accidents,Trauma and Injuries,NCD,73
Moshi,2021-06-01,Schistosomiasis,Neglected Tropical Disease (NTD),CD,0
Moshi,2021-06-01,Skin Infection - Fungal,Skin infection,CD,308
Moshi,2021-06-01,Snake and Insect Bites,Other Non-Communicable Diseases,NCD,15
Moshi,2021-06-01,Substance Abuse,Other Non-Communicable Diseases,NCD,39
Moshi,2021-06-01,Trypanosomiasis,Other vector borne diseases,CD,NA
Moshi,2021-06-01,Tuberculosis,Respiratory Infection,CD,72
Moshi,2021-06-01,Typhoid,Other Communicable Diseases/Gastrointestinal infections,CD,19
Moshi,2021-06-01,Upper Respiratory Infections,Respiratory Infection,CD,8692
Moshi,2021-06-01,Urinary Tract Infections,Other Communicable Diseases,CD,4517
Moshi,2021-06-01,Viral Haemorrhagic Fevers,Other vector borne diseases,CD,NA
Moshi,2021-06-01,Yellow Fever,Other vector borne diseases,CD,NA
Moshi,2021-07-01,Acute Flaccid Paralysis,Neurological Disorders,Both,0
Moshi,2021-07-01,Bronchial Asthma,Respiratory Disease,NCD,593
Moshi,2021-07-01,Caries,Other Non-Communicable Diseases,NCD,273
Moshi,2021-07-01,Cholera,Diarrheal disease/Gastrointesntinal infections,CD,19
Moshi,2021-07-01,Diabetes Mellitus,Diabetes Mellitus,NCD,1717
Moshi,2021-07-01,Diarrhea With No Dehydration,Diarrheal disease/Gastrointesntinal infections,Both,887
Moshi,2021-07-01,Diarrhea With Severe Dehydration,Diarrheal disease/Gastrointesntinal infections,CD,34
Moshi,2021-07-01,Dysentery,Diarrheal disease/Gastrointesntinal infections,CD,20
Moshi,2021-07-01,Epilepsy,Neurological Disorders,NCD,233
Moshi,2021-07-01,Fractures,Trauma and Injuries,NCD,320
Moshi,2021-07-01,Gynecological Diseases,Gynecological Diseases,NCD,184
Moshi,2021-07-01,Hypertension,Cardiovascular Disease,NCD,2749
Moshi,2021-07-01,Infectious Eye Disease,Other Communicable Diseases,CD,332
Moshi,2021-07-01,Influenza,Respiratory Infection,CD,1505
Moshi,2021-07-01,Intestinal Worms,Other Communicable Diseases/Gastrointestinal infections,CD,492
Moshi,2021-07-01,Kwashiorkor,Malnutrition,NCD,0
Moshi,2021-07-01,Leprosy,Other Communicable Diseases,CD,6
Moshi,2021-07-01,Malaria,Vector borne infection,CD,92
Moshi,2021-07-01,Marasmic Kwashiorkor,Malnutrition,NCD,0
Moshi,2021-07-01,Marasmus,Malnutrition,NCD,0
Moshi,2021-07-01,Measles,Other Communicable Diseases,CD,NA
Moshi,2021-07-01,Meningitis,Neurological Disorders,Both,7
Moshi,2021-07-01,Mild/Moderate Anemia,Cardiovascular Disease,NCD,469
Moshi,2021-07-01,Moderate Malnutrition,Malnutrition,NCD,9
Moshi,2021-07-01,Neoplasms/Cancer,Cancer,NCD,24
Moshi,2021-07-01,Neuroses,Neurological Disorders,NCD,69
Moshi,2021-07-01,"Nutritional Disorders, Other",Malnutrition,NCD,122
Moshi,2021-07-01,Other Cardiovascular Diseases,Cardiovascular Disease,NCD,323
Moshi,2021-07-01,Peptic Ulcers,Other Non-Communicable Diseases,NCD,1239
Moshi,2021-07-01,"Pneumonia, Severe",Respiratory Infection,CD,1827
Moshi,2021-07-01,Poisoning,Other Non-Communicable Diseases,NCD,13
Moshi,2021-07-01,Psychoses,Neurological Disorders,NCD,391
Moshi,2021-07-01,Rabies,Other Communicable Diseases,CD,NA
Moshi,2021-07-01,Relapsing Fever (Louse Borne Typhus),Other vector borne diseases,CD,NA
Moshi,2021-07-01,Road Traffic Accidents,Trauma and Injuries,NCD,36
Moshi,2021-07-01,Schistosomiasis,Neglected Tropical Disease (NTD),CD,3
Moshi,2021-07-01,Skin Infection - Fungal,Skin infection,CD,399
Moshi,2021-07-01,Snake and Insect Bites,Other Non-Communicable Diseases,NCD,8
Moshi,2021-07-01,Substance Abuse,Other Non-Communicable Diseases,NCD,28
Moshi,2021-07-01,Trypanosomiasis,Other vector borne diseases,CD,NA
Moshi,2021-07-01,Tuberculosis,Respiratory Infection,CD,62
Moshi,2021-07-01,Typhoid,Other Communicable Diseases/Gastrointestinal infections,CD,21
Moshi,2021-07-01,Upper Respiratory Infections,Respiratory Infection,CD,8208
Moshi,2021-07-01,Urinary Tract Infections,Other Communicable Diseases,CD,3630
Moshi,2021-07-01,Viral Haemorrhagic Fevers,Other vector borne diseases,CD,NA
Moshi,2021-07-01,Yellow Fever,Other vector borne diseases,CD,NA
Moshi,2021-08-01,Acute Flaccid Paralysis,Neurological Disorders,Both,0
Moshi,2021-08-01,Bronchial Asthma,Respiratory Disease,NCD,475
Moshi,2021-08-01,Caries,Other Non-Communicable Diseases,NCD,220
Moshi,2021-08-01,Cholera,Diarrheal disease/Gastrointesntinal infections,CD,0
Moshi,2021-08-01,Diabetes Mellitus,Diabetes Mellitus,NCD,1678
Moshi,2021-08-01,Diarrhea With No Dehydration,Diarrheal disease/Gastrointesntinal infections,Both,755
Moshi,2021-08-01,Diarrhea With Severe Dehydration,Diarrheal disease/Gastrointesntinal infections,CD,34
Moshi,2021-08-01,Dysentery,Diarrheal disease/Gastrointesntinal infections,CD,23
Moshi,2021-08-01,Epilepsy,Neurological Disorders,NCD,199
Moshi,2021-08-01,Fractures,Trauma and Injuries,NCD,481
Moshi,2021-08-01,Gynecological Diseases,Gynecological Diseases,NCD,235
Moshi,2021-08-01,Hypertension,Cardiovascular Disease,NCD,2762
Moshi,2021-08-01,Infectious Eye Disease,Other Communicable Diseases,CD,275
Moshi,2021-08-01,Influenza,Respiratory Infection,CD,131
Moshi,2021-08-01,Intestinal Worms,Other Communicable Diseases/Gastrointestinal infections,CD,440
Moshi,2021-08-01,Kwashiorkor,Malnutrition,NCD,0
Moshi,2021-08-01,Leprosy,Other Communicable Diseases,CD,0
Moshi,2021-08-01,Malaria,Vector borne infection,CD,66
Moshi,2021-08-01,Marasmic Kwashiorkor,Malnutrition,NCD,0
Moshi,2021-08-01,Marasmus,Malnutrition,NCD,0
Moshi,2021-08-01,Measles,Other Communicable Diseases,CD,NA
Moshi,2021-08-01,Meningitis,Neurological Disorders,Both,5
Moshi,2021-08-01,Mild/Moderate Anemia,Cardiovascular Disease,NCD,414
Moshi,2021-08-01,Moderate Malnutrition,Malnutrition,NCD,8
Moshi,2021-08-01,Neoplasms/Cancer,Cancer,NCD,24
Moshi,2021-08-01,Neuroses,Neurological Disorders,NCD,94
Moshi,2021-08-01,"Nutritional Disorders, Other",Malnutrition,NCD,79
Moshi,2021-08-01,Other Cardiovascular Diseases,Cardiovascular Disease,NCD,365
Moshi,2021-08-01,Peptic Ulcers,Other Non-Communicable Diseases,NCD,1257
Moshi,2021-08-01,"Pneumonia, Severe",Respiratory Infection,CD,1667
Moshi,2021-08-01,Poisoning,Other Non-Communicable Diseases,NCD,21
Moshi,2021-08-01,Psychoses,Neurological Disorders,NCD,353
Moshi,2021-08-01,Rabies,Other Communicable Diseases,CD,NA
Moshi,2021-08-01,Relapsing Fever (Louse Borne Typhus),Other vector borne diseases,CD,NA
Moshi,2021-08-01,Road Traffic Accidents,Trauma and Injuries,NCD,37
Moshi,2021-08-01,Schistosomiasis,Neglected Tropical Disease (NTD),CD,5
Moshi,2021-08-01,Skin Infection - Fungal,Skin infection,CD,426
Moshi,2021-08-01,Snake and Insect Bites,Other Non-Communicable Diseases,NCD,9
Moshi,2021-08-01,Substance Abuse,Other Non-Communicable Diseases,NCD,38
Moshi,2021-08-01,Trypanosomiasis,Other vector borne diseases,CD,NA
Moshi,2021-08-01,Tuberculosis,Respiratory Infection,CD,58
Moshi,2021-08-01,Typhoid,Other Communicable Diseases/Gastrointestinal infections,CD,36
Moshi,2021-08-01,Upper Respiratory Infections,Respiratory Infection,CD,7477
Moshi,2021-08-01,Urinary Tract Infections,Other Communicable Diseases,CD,4029
Moshi,2021-08-01,Viral Haemorrhagic Fevers,Other vector borne diseases,CD,NA
Moshi,2021-08-01,Yellow Fever,Other vector borne diseases,CD,NA
Moshi,2021-09-01,Acute Flaccid Paralysis,Neurological Disorders,Both,0
Moshi,2021-09-01,Bronchial Asthma,Respiratory Disease,NCD,364
Moshi,2021-09-01,Caries,Other Non-Communicable Diseases,NCD,352
Moshi,2021-09-01,Cholera,Diarrheal disease/Gastrointesntinal infections,CD,0
Moshi,2021-09-01,Diabetes Mellitus,Diabetes Mellitus,NCD,1685
Moshi,2021-09-01,Diarrhea With No Dehydration,Diarrheal disease/Gastrointesntinal infections,Both,772
Moshi,2021-09-01,Diarrhea With Severe Dehydration,Diarrheal disease/Gastrointesntinal infections,CD,42
Moshi,2021-09-01,Dysentery,Diarrheal disease/Gastrointesntinal infections,CD,77
Moshi,2021-09-01,Epilepsy,Neurological Disorders,NCD,256
Moshi,2021-09-01,Fractures,Trauma and Injuries,NCD,240
Moshi,2021-09-01,Gynecological Diseases,Gynecological Diseases,NCD,283
Moshi,2021-09-01,Hypertension,Cardiovascular Disease,NCD,3002
Moshi,2021-09-01,Infectious Eye Disease,Other Communicable Diseases,CD,276
Moshi,2021-09-01,Influenza,Respiratory Infection,CD,645
Moshi,2021-09-01,Intestinal Worms,Other Communicable Diseases/Gastrointestinal infections,CD,592
Moshi,2021-09-01,Kwashiorkor,Malnutrition,NCD,7
Moshi,2021-09-01,Leprosy,Other Communicable Diseases,CD,2
Moshi,2021-09-01,Malaria,Vector borne infection,CD,41
Moshi,2021-09-01,Marasmic Kwashiorkor,Malnutrition,NCD,0
Moshi,2021-09-01,Marasmus,Malnutrition,NCD,0
Moshi,2021-09-01,Measles,Other Communicable Diseases,CD,NA
Moshi,2021-09-01,Meningitis,Neurological Disorders,Both,6
Moshi,2021-09-01,Mild/Moderate Anemia,Cardiovascular Disease,NCD,511
Moshi,2021-09-01,Moderate Malnutrition,Malnutrition,NCD,5
Moshi,2021-09-01,Neoplasms/Cancer,Cancer,NCD,20
Moshi,2021-09-01,Neuroses,Neurological Disorders,NCD,95
Moshi,2021-09-01,"Nutritional Disorders, Other",Malnutrition,NCD,138
Moshi,2021-09-01,Other Cardiovascular Diseases,Cardiovascular Disease,NCD,332
Moshi,2021-09-01,Peptic Ulcers,Other Non-Communicable Diseases,NCD,984
Moshi,2021-09-01,"Pneumonia, Severe",Respiratory Infection,CD,1373
Moshi,2021-09-01,Poisoning,Other Non-Communicable Diseases,NCD,19
Moshi,2021-09-01,Psychoses,Neurological Disorders,NCD,456
Moshi,2021-09-01,Rabies,Other Communicable Diseases,CD,NA
Moshi,2021-09-01,Relapsing Fever (Louse Borne Typhus),Other vector borne diseases,CD,NA
Moshi,2021-09-01,Road Traffic Accidents,Trauma and Injuries,NCD,22
Moshi,2021-09-01,Schistosomiasis,Neglected Tropical Disease (NTD),CD,0
Moshi,2021-09-01,Skin Infection - Fungal,Skin infection,CD,464
Moshi,2021-09-01,Snake and Insect Bites,Other Non-Communicable Diseases,NCD,14
Moshi,2021-09-01,Substance Abuse,Other Non-Communicable Diseases,NCD,43
Moshi,2021-09-01,Trypanosomiasis,Other vector borne diseases,CD,NA
Moshi,2021-09-01,Tuberculosis,Respiratory Infection,CD,57
Moshi,2021-09-01,Typhoid,Other Communicable Diseases/Gastrointestinal infections,CD,25
Moshi,2021-09-01,Upper Respiratory Infections,Respiratory Infection,CD,8789
Moshi,2021-09-01,Urinary Tract Infections,Other Communicable Diseases,CD,4604
Moshi,2021-09-01,Viral Haemorrhagic Fevers,Other vector borne diseases,CD,NA
Moshi,2021-09-01,Yellow Fever,Other vector borne diseases,CD,NA
Moshi,2021-10-01,Acute Flaccid Paralysis,Neurological Disorders,Both,0
Moshi,2021-10-01,Bronchial Asthma,Respiratory Disease,NCD,467
Moshi,2021-10-01,Caries,Other Non-Communicable Diseases,NCD,88
Moshi,2021-10-01,Cholera,Diarrheal disease/Gastrointesntinal infections,CD,0
Moshi,2021-10-01,Diabetes Mellitus,Diabetes Mellitus,NCD,1571
Moshi,2021-10-01,Diarrhea With No Dehydration,Diarrheal disease/Gastrointesntinal infections,Both,796
Moshi,2021-10-01,Diarrhea With Severe Dehydration,Diarrheal disease/Gastrointesntinal infections,CD,47
Moshi,2021-10-01,Dysentery,Diarrheal disease/Gastrointesntinal infections,CD,36
Moshi,2021-10-01,Epilepsy,Neurological Disorders,NCD,214
Moshi,2021-10-01,Fractures,Trauma and Injuries,NCD,506
Moshi,2021-10-01,Gynecological Diseases,Gynecological Diseases,NCD,254
Moshi,2021-10-01,Hypertension,Cardiovascular Disease,NCD,2878
Moshi,2021-10-01,Infectious Eye Disease,Other Communicable Diseases,CD,231
Moshi,2021-10-01,Influenza,Respiratory Infection,CD,557
Moshi,2021-10-01,Intestinal Worms,Other Communicable Diseases/Gastrointestinal infections,CD,439
Moshi,2021-10-01,Kwashiorkor,Malnutrition,NCD,1
Moshi,2021-10-01,Leprosy,Other Communicable Diseases,CD,3
Moshi,2021-10-01,Malaria,Vector borne infection,CD,40
Moshi,2021-10-01,Marasmic Kwashiorkor,Malnutrition,NCD,0
Moshi,2021-10-01,Marasmus,Malnutrition,NCD,0
Moshi,2021-10-01,Measles,Other Communicable Diseases,CD,NA
Moshi,2021-10-01,Meningitis,Neurological Disorders,Both,9
Moshi,2021-10-01,Mild/Moderate Anemia,Cardiovascular Disease,NCD,463
Moshi,2021-10-01,Moderate Malnutrition,Malnutrition,NCD,21
Moshi,2021-10-01,Neoplasms/Cancer,Cancer,NCD,43
Moshi,2021-10-01,Neuroses,Neurological Disorders,NCD,41
Moshi,2021-10-01,"Nutritional Disorders, Other",Malnutrition,NCD,17
Moshi,2021-10-01,Other Cardiovascular Diseases,Cardiovascular Disease,NCD,241
Moshi,2021-10-01,Peptic Ulcers,Other Non-Communicable Diseases,NCD,1002
Moshi,2021-10-01,"Pneumonia, Severe",Respiratory Infection,CD,1468
Moshi,2021-10-01,Poisoning,Other Non-Communicable Diseases,NCD,48
Moshi,2021-10-01,Psychoses,Neurological Disorders,NCD,351
Moshi,2021-10-01,Rabies,Other Communicable Diseases,CD,NA
Moshi,2021-10-01,Relapsing Fever (Louse Borne Typhus),Other vector borne diseases,CD,NA
Moshi,2021-10-01,Road Traffic Accidents,Trauma and Injuries,NCD,43
Moshi,2021-10-01,Schistosomiasis,Neglected Tropical Disease (NTD),CD,8
Moshi,2021-10-01,Skin Infection - Fungal,Skin infection,CD,493
Moshi,2021-10-01,Snake and Insect Bites,Other Non-Communicable Diseases,NCD,11
Moshi,2021-10-01,Substance Abuse,Other Non-Communicable Diseases,NCD,53
Moshi,2021-10-01,Trypanosomiasis,Other vector borne diseases,CD,NA
Moshi,2021-10-01,Tuberculosis,Respiratory Infection,CD,59
Moshi,2021-10-01,Typhoid,Other Communicable Diseases/Gastrointestinal infections,CD,30
Moshi,2021-10-01,Upper Respiratory Infections,Respiratory Infection,CD,8396
Moshi,2021-10-01,Urinary Tract Infections,Other Communicable Diseases,CD,4820
Moshi,2021-10-01,Viral Haemorrhagic Fevers,Other vector borne diseases,CD,NA
Moshi,2021-10-01,Yellow Fever,Other vector borne diseases,CD,NA
Moshi,2021-11-01,Acute Flaccid Paralysis,Neurological Disorders,Both,0
Moshi,2021-11-01,Bronchial Asthma,Respiratory Disease,NCD,299
Moshi,2021-11-01,Caries,Other Non-Communicable Diseases,NCD,171
Moshi,2021-11-01,Cholera,Diarrheal disease/Gastrointesntinal infections,CD,0
Moshi,2021-11-01,Diabetes Mellitus,Diabetes Mellitus,NCD,1639
Moshi,2021-11-01,Diarrhea With No Dehydration,Diarrheal disease/Gastrointesntinal infections,Both,813
Moshi,2021-11-01,Diarrhea With Severe Dehydration,Diarrheal disease/Gastrointesntinal infections,CD,54
Moshi,2021-11-01,Dysentery,Diarrheal disease/Gastrointesntinal infections,CD,120
Moshi,2021-11-01,Epilepsy,Neurological Disorders,NCD,195
Moshi,2021-11-01,Fractures,Trauma and Injuries,NCD,319
Moshi,2021-11-01,Gynecological Diseases,Gynecological Diseases,NCD,257
Moshi,2021-11-01,Hypertension,Cardiovascular Disease,NCD,2727
Moshi,2021-11-01,Infectious Eye Disease,Other Communicable Diseases,CD,360
Moshi,2021-11-01,Influenza,Respiratory Infection,CD,1105
Moshi,2021-11-01,Intestinal Worms,Other Communicable Diseases/Gastrointestinal infections,CD,484
Moshi,2021-11-01,Kwashiorkor,Malnutrition,NCD,1
Moshi,2021-11-01,Leprosy,Other Communicable Diseases,CD,0
Moshi,2021-11-01,Malaria,Vector borne infection,CD,64
Moshi,2021-11-01,Marasmic Kwashiorkor,Malnutrition,NCD,0
Moshi,2021-11-01,Marasmus,Malnutrition,NCD,0
Moshi,2021-11-01,Measles,Other Communicable Diseases,CD,NA
Moshi,2021-11-01,Meningitis,Neurological Disorders,Both,5
Moshi,2021-11-01,Mild/Moderate Anemia,Cardiovascular Disease,NCD,454
Moshi,2021-11-01,Moderate Malnutrition,Malnutrition,NCD,15
Moshi,2021-11-01,Neoplasms/Cancer,Cancer,NCD,32
Moshi,2021-11-01,Neuroses,Neurological Disorders,NCD,101
Moshi,2021-11-01,"Nutritional Disorders, Other",Malnutrition,NCD,35
Moshi,2021-11-01,Other Cardiovascular Diseases,Cardiovascular Disease,NCD,170
Moshi,2021-11-01,Peptic Ulcers,Other Non-Communicable Diseases,NCD,981
Moshi,2021-11-01,"Pneumonia, Severe",Respiratory Infection,CD,1204
Moshi,2021-11-01,Poisoning,Other Non-Communicable Diseases,NCD,33
Moshi,2021-11-01,Psychoses,Neurological Disorders,NCD,421
Moshi,2021-11-01,Rabies,Other Communicable Diseases,CD,NA
Moshi,2021-11-01,Relapsing Fever (Louse Borne Typhus),Other vector borne diseases,CD,NA
Moshi,2021-11-01,Road Traffic Accidents,Trauma and Injuries,NCD,42
Moshi,2021-11-01,Schistosomiasis,Neglected Tropical Disease (NTD),CD,4
Moshi,2021-11-01,Skin Infection - Fungal,Skin infection,CD,518
Moshi,2021-11-01,Snake and Insect Bites,Other Non-Communicable Diseases,NCD,15
Moshi,2021-11-01,Substance Abuse,Other Non-Communicable Diseases,NCD,48
Moshi,2021-11-01,Trypanosomiasis,Other vector borne diseases,CD,NA
Moshi,2021-11-01,Tuberculosis,Respiratory Infection,CD,65
Moshi,2021-11-01,Typhoid,Other Communicable Diseases/Gastrointestinal infections,CD,19
Moshi,2021-11-01,Upper Respiratory Infections,Respiratory Infection,CD,8218
Moshi,2021-11-01,Urinary Tract Infections,Other Communicable Diseases,CD,5028
Moshi,2021-11-01,Viral Haemorrhagic Fevers,Other vector borne diseases,CD,NA
Moshi,2021-11-01,Yellow Fever,Other vector borne diseases,CD,NA
Moshi,2021-12-01,Acute Flaccid Paralysis,Neurological Disorders,Both,0
Moshi,2021-12-01,Bronchial Asthma,Respiratory Disease,NCD,427
Moshi,2021-12-01,Caries,Other Non-Communicable Diseases,NCD,88
Moshi,2021-12-01,Cholera,Diarrheal disease/Gastrointesntinal infections,CD,0
Moshi,2021-12-01,Diabetes Mellitus,Diabetes Mellitus,NCD,1546
Moshi,2021-12-01,Diarrhea With No Dehydration,Diarrheal disease/Gastrointesntinal infections,Both,616
Moshi,2021-12-01,Diarrhea With Severe Dehydration,Diarrheal disease/Gastrointesntinal infections,CD,44
Moshi,2021-12-01,Dysentery,Diarrheal disease/Gastrointesntinal infections,CD,185
Moshi,2021-12-01,Epilepsy,Neurological Disorders,NCD,221
Moshi,2021-12-01,Fractures,Trauma and Injuries,NCD,327
Moshi,2021-12-01,Gynecological Diseases,Gynecological Diseases,NCD,335
Moshi,2021-12-01,Hypertension,Cardiovascular Disease,NCD,2890
