district,date,disease,disease_group,disease_communicable,n_cases
Siha,2015-05-01,Fractures,Trauma,Non-Communicable Diseases,102
Siha,2015-05-01,Hypertension,Cardiovascular Diseases,Non-Communicable Diseases,422
Siha,2015-05-01,Infectious Eye Disease,Infectious Eye Disease,Infectious/Communicable Diseases,220
Siha,2015-05-01,Intestinal Worms,Gastrointestinal Infections,Infectious/Communicable Diseases,804
Siha,2015-05-01,Leprosy,Other Communicable Diseases,Infectious/Communicable Diseases,0
Siha,2015-05-01,Malaria,Vector-borne Infections,Infectious/Communicable Diseases,196
Siha,2015-05-01,Neoplasms/Cancer,Cancer,Non-Communicable Diseases,10
Siha,2015-05-01,Neuroses,Neurological,Non-Communicable Diseases,32
Siha,2015-05-01,Other Cardiovascular Diseases,Cardiovascular Diseases,Non-Communicable Diseases,50
Siha,2015-05-01,Peptic Ulcers,Other Non-Communicable,Non-Communicable Diseases,320
Siha,2015-05-01,"Pneumonia, Severe",Respiratory Infections,Infectious/Communicable Diseases,426
Siha,2015-05-01,Poisoning,Other Non-Communicable,Non-Communicable Diseases,8
Siha,2015-05-01,Psychoses,Neurological,Non-Communicable Diseases,34
Siha,2015-05-01,Road Traffic Accidents,Trauma,Non-Communicable Diseases,96
Siha,2015-05-01,Schistosomiasis,Other Communicable Diseases,Infectious/Communicable Diseases,4
Siha,2015-05-01,Skin Infection - Fungal,Other Communicable Diseases,Infectious/Communicable Diseases,324
Siha,2015-05-01,Snake and Insect Bites,Other Non-Communicable,Non-Communicable Diseases,14
Siha,2015-05-01,Substance Abuse,Other Non-Communicable,Non-Communicable Diseases,0
Siha,2015-05-01,Tuberculosis,Respiratory Infections,Infectious/Communicable Diseases,20
Siha,2015-05-01,Typhoid,Gastrointestinal Infections,Infectious/Communicable Diseases,0
Siha,2015-05-01,Upper Respiratory Infections,Respiratory Infections,Infectious/Communicable Diseases,3456
Siha,2015-05-01,Urinary Tract Infections,Urinary Infections,Infectious/Communicable Diseases,1198
Siha,2015-06-01,Bronchial Asthma,Chronic Respiratory Diseases,Non-Communicable Diseases,378
Siha,2015-06-01,Caries,Other Non-Communicable,Non-Communicable Diseases,364
Siha,2015-06-01,Diabetes Mellitus,Diabetes Mellitus,Non-Communicable Diseases,234
Siha,2015-06-01,Diarrhea With No Dehydration,Gastrointestinal Infections,Infectious/Communicable Diseases,510
Siha,2015-06-01,Diarrhea With Severe Dehydration,Gastrointestinal Infections,Infectious/Communicable Diseases,72
Siha,2015-06-01,Dysentery,Gastrointestinal Infections,Infectious/Communicable Diseases,26
Siha,2015-06-01,Epilepsy,Neurological,Non-Communicable Diseases,110
Siha,2015-06-01,Fractures,Trauma,Non-Communicable Diseases,190
Siha,2015-06-01,Hypertension,Cardiovascular Diseases,Non-Communicable Diseases,720
Siha,2015-06-01,Infectious Eye Disease,Infectious Eye Disease,Infectious/Communicable Diseases,256
Siha,2015-06-01,Intestinal Worms,Gastrointestinal Infections,Infectious/Communicable Diseases,984
Siha,2015-06-01,Leprosy,Other Communicable Diseases,Infectious/Communicable Diseases,4
Siha,2015-06-01,Malaria,Vector-borne Infections,Infectious/Communicable Diseases,278
Siha,2015-06-01,Neoplasms/Cancer,Cancer,Non-Communicable Diseases,62
Siha,2015-06-01,Neuroses,Neurological,Non-Communicable Diseases,28
Siha,2015-06-01,Other Cardiovascular Diseases,Cardiovascular Diseases,Non-Communicable Diseases,82
Siha,2015-06-01,Peptic Ulcers,Other Non-Communicable,Non-Communicable Diseases,514
Siha,2015-06-01,"Pneumonia, Severe",Respiratory Infections,Infectious/Communicable Diseases,732
Siha,2015-06-01,Poisoning,Other Non-Communicable,Non-Communicable Diseases,14
Siha,2015-06-01,Psychoses,Neurological,Non-Communicable Diseases,52
Siha,2015-06-01,Road Traffic Accidents,Trauma,Non-Communicable Diseases,100
Siha,2015-06-01,Schistosomiasis,Other Communicable Diseases,Infectious/Communicable Diseases,8
Siha,2015-06-01,Skin Infection - Fungal,Other Communicable Diseases,Infectious/Communicable Diseases,256
Siha,2015-06-01,Snake and Insect Bites,Other Non-Communicable,Non-Communicable Diseases,0
Siha,2015-06-01,Substance Abuse,Other Non-Communicable,Non-Communicable Diseases,2
Siha,2015-06-01,Tuberculosis,Respiratory Infections,Infectious/Communicable Diseases,36
Siha,2015-06-01,Typhoid,Gastrointestinal Infections,Infectious/Communicable Diseases,0
Siha,2015-06-01,Upper Respiratory Infections,Respiratory Infections,Infectious/Communicable Diseases,5040
Siha,2015-06-01,Urinary Tract Infections,Urinary Infections,Infectious/Communicable Diseases,1370
Siha,2015-07-01,Bronchial Asthma,Chronic Respiratory Diseases,Non-Communicable Diseases,254
Siha,2015-07-01,Caries,Other Non-Communicable,Non-Communicable Diseases,286
Siha,2015-07-01,Diabetes Mellitus,Diabetes Mellitus,Non-Communicable Diseases,380
Siha,2015-07-01,Diarrhea With No Dehydration,Gastrointestinal Infections,Infectious/Communicable Diseases,368
Siha,2015-07-01,Diarrhea With Severe Dehydration,Gastrointestinal Infections,Infectious/Communicable Diseases,44
Siha,2015-07-01,Dysentery,Gastrointestinal Infections,Infectious/Communicable Diseases,44
Siha,2015-07-01,Epilepsy,Neurological,Non-Communicable Diseases,112
Siha,2015-07-01,Fractures,Trauma,Non-Communicable Diseases,150
Siha,2015-07-01,Hypertension,Cardiovascular Diseases,Non-Communicable Diseases,574
Siha,2015-07-01,Infectious Eye Disease,Infectious Eye Disease,Infectious/Communicable Diseases,290
Siha,2015-07-01,Intestinal Worms,Gastrointestinal Infections,Infectious/Communicable Diseases,1330
Siha,2015-07-01,Leprosy,Other Communicable Diseases,Infectious/Communicable Diseases,0
Siha,2015-07-01,Malaria,Vector-borne Infections,Infectious/Communicable Diseases,142
Siha,2015-07-01,Neoplasms/Cancer,Cancer,Non-Communicable Diseases,38
Siha,2015-07-01,Neuroses,Neurological,Non-Communicable Diseases,14
Siha,2015-07-01,Other Cardiovascular Diseases,Cardiovascular Diseases,Non-Communicable Diseases,28
Siha,2015-07-01,Peptic Ulcers,Other Non-Communicable,Non-Communicable Diseases,424
Siha,2015-07-01,"Pneumonia, Severe",Respiratory Infections,Infectious/Communicable Diseases,212
Siha,2015-07-01,Poisoning,Other Non-Communicable,Non-Communicable Diseases,28
Siha,2015-07-01,Psychoses,Neurological,Non-Communicable Diseases,46
Siha,2015-07-01,Road Traffic Accidents,Trauma,Non-Communicable Diseases,90
Siha,2015-07-01,Schistosomiasis,Other Communicable Diseases,Infectious/Communicable Diseases,4
Siha,2015-07-01,Skin Infection - Fungal,Other Communicable Diseases,Infectious/Communicable Diseases,240
Siha,2015-07-01,Snake and Insect Bites,Other Non-Communicable,Non-Communicable Diseases,12
Siha,2015-07-01,Substance Abuse,Other Non-Communicable,Non-Communicable Diseases,6
Siha,2015-07-01,Tuberculosis,Respiratory Infections,Infectious/Communicable Diseases,24
Siha,2015-07-01,Typhoid,Gastrointestinal Infections,Infectious/Communicable Diseases,22
Siha,2015-07-01,Upper Respiratory Infections,Respiratory Infections,Infectious/Communicable Diseases,4754
Siha,2015-07-01,Urinary Tract Infections,Urinary Infections,Infectious/Communicable Diseases,1282
Siha,2015-08-01,Bronchial Asthma,Chronic Respiratory Diseases,Non-Communicable Diseases,178
Siha,2015-08-01,Caries,Other Non-Communicable,Non-Communicable Diseases,350
Siha,2015-08-01,Diabetes Mellitus,Diabetes Mellitus,Non-Communicable Diseases,366
Siha,2015-08-01,Diarrhea With No Dehydration,Gastrointestinal Infections,Infectious/Communicable Diseases,314
Siha,2015-08-01,Diarrhea With Severe Dehydration,Gastrointestinal Infections,Infectious/Communicable Diseases,12
Siha,2015-08-01,Dysentery,Gastrointestinal Infections,Infectious/Communicable Diseases,8
Siha,2015-08-01,Epilepsy,Neurological,Non-Communicable Diseases,90
Siha,2015-08-01,Fractures,Trauma,Non-Communicable Diseases,132
Siha,2015-08-01,Hypertension,Cardiovascular Diseases,Non-Communicable Diseases,414
Siha,2015-08-01,Infectious Eye Disease,Infectious Eye Disease,Infectious/Communicable Diseases,424
Siha,2015-08-01,Intestinal Worms,Gastrointestinal Infections,Infectious/Communicable Diseases,1122
Siha,2015-08-01,Leprosy,Other Communicable Diseases,Infectious/Communicable Diseases,0
Siha,2015-08-01,Malaria,Vector-borne Infections,Infectious/Communicable Diseases,174
Siha,2015-08-01,Neoplasms/Cancer,Cancer,Non-Communicable Diseases,6
Siha,2015-08-01,Neuroses,Neurological,Non-Communicable Diseases,14
Siha,2015-08-01,Other Cardiovascular Diseases,Cardiovascular Diseases,Non-Communicable Diseases,48
Siha,2015-08-01,Peptic Ulcers,Other Non-Communicable,Non-Communicable Diseases,380
Siha,2015-08-01,"Pneumonia, Severe",Respiratory Infections,Infectious/Communicable Diseases,182
Siha,2015-08-01,Poisoning,Other Non-Communicable,Non-Communicable Diseases,10
Siha,2015-08-01,Psychoses,Neurological,Non-Communicable Diseases,14
Siha,2015-08-01,Road Traffic Accidents,Trauma,Non-Communicable Diseases,30
Siha,2015-08-01,Schistosomiasis,Other Communicable Diseases,Infectious/Communicable Diseases,0
Siha,2015-08-01,Skin Infection - Fungal,Other Communicable Diseases,Infectious/Communicable Diseases,184
Siha,2015-08-01,Snake and Insect Bites,Other Non-Communicable,Non-Communicable Diseases,10
Siha,2015-08-01,Substance Abuse,Other Non-Communicable,Non-Communicable Diseases,2
Siha,2015-08-01,Tuberculosis,Respiratory Infections,Infectious/Communicable Diseases,8
Siha,2015-08-01,Typhoid,Gastrointestinal Infections,Infectious/Communicable Diseases,62
Siha,2015-08-01,Upper Respiratory Infections,Respiratory Infections,Infectious/Communicable Diseases,5022
Siha,2015-08-01,Urinary Tract Infections,Urinary Infections,Infectious/Communicable Diseases,1390
Siha,2015-09-01,Bronchial Asthma,Chronic Respiratory Diseases,Non-Communicable Diseases,242
Siha,2015-09-01,Caries,Other Non-Communicable,Non-Communicable Diseases,64
Siha,2015-09-01,Diabetes Mellitus,Diabetes Mellitus,Non-Communicable Diseases,390
Siha,2015-09-01,Diarrhea With No Dehydration,Gastrointestinal Infections,Infectious/Communicable Diseases,440
Siha,2015-09-01,Diarrhea With Severe Dehydration,Gastrointestinal Infections,Infectious/Communicable Diseases,56
Siha,2015-09-01,Dysentery,Gastrointestinal Infections,Infectious/Communicable Diseases,34
Siha,2015-09-01,Epilepsy,Neurological,Non-Communicable Diseases,90
Siha,2015-09-01,Fractures,Trauma,Non-Communicable Diseases,136
Siha,2015-09-01,Hypertension,Cardiovascular Diseases,Non-Communicable Diseases,560
Siha,2015-09-01,Infectious Eye Disease,Infectious Eye Disease,Infectious/Communicable Diseases,200
Siha,2015-09-01,Intestinal Worms,Gastrointestinal Infections,Infectious/Communicable Diseases,960
Siha,2015-09-01,Leprosy,Other Communicable Diseases,Infectious/Communicable Diseases,0
Siha,2015-09-01,Malaria,Vector-borne Infections,Infectious/Communicable Diseases,134
Siha,2015-09-01,Neoplasms/Cancer,Cancer,Non-Communicable Diseases,6
Siha,2015-09-01,Neuroses,Neurological,Non-Communicable Diseases,6
Siha,2015-09-01,Other Cardiovascular Diseases,Cardiovascular Diseases,Non-Communicable Diseases,46
Siha,2015-09-01,Peptic Ulcers,Other Non-Communicable,Non-Communicable Diseases,256
Siha,2015-09-01,"Pneumonia, Severe",Respiratory Infections,Infectious/Communicable Diseases,278
Siha,2015-09-01,Poisoning,Other Non-Communicable,Non-Communicable Diseases,18
Siha,2015-09-01,Psychoses,Neurological,Non-Communicable Diseases,32
Siha,2015-09-01,Road Traffic Accidents,Trauma,Non-Communicable Diseases,104
Siha,2015-09-01,Schistosomiasis,Other Communicable Diseases,Infectious/Communicable Diseases,2
Siha,2015-09-01,Skin Infection - Fungal,Other Communicable Diseases,Infectious/Communicable Diseases,256
Siha,2015-09-01,Snake and Insect Bites,Other Non-Communicable,Non-Communicable Diseases,10
Siha,2015-09-01,Substance Abuse,Other Non-Communicable,Non-Communicable Diseases,8
Siha,2015-09-01,Tuberculosis,Respiratory Infections,Infectious/Communicable Diseases,22
Siha,2015-09-01,Typhoid,Gastrointestinal Infections,Infectious/Communicable Diseases,58
Siha,2015-09-01,Upper Respiratory Infections,Respiratory Infections,Infectious/Communicable Diseases,3006
Siha,2015-09-01,Urinary Tract Infections,Urinary Infections,Infectious/Communicable Diseases,1092
Siha,2015-10-01,Bronchial Asthma,Chronic Respiratory Diseases,Non-Communicable Diseases,244
Siha,2015-10-01,Caries,Other Non-Communicable,Non-Communicable Diseases,460
Siha,2015-10-01,Diabetes Mellitus,Diabetes Mellitus,Non-Communicable Diseases,526
Siha,2015-10-01,Diarrhea With No Dehydration,Gastrointestinal Infections,Infectious/Communicable Diseases,474
Siha,2015-10-01,Diarrhea With Severe Dehydration,Gastrointestinal Infections,Infectious/Communicable Diseases,64
Siha,2015-10-01,Dysentery,Gastrointestinal Infections,Infectious/Communicable Diseases,16
Siha,2015-10-01,Epilepsy,Neurological,Non-Communicable Diseases,84
Siha,2015-10-01,Fractures,Trauma,Non-Communicable Diseases,124
Siha,2015-10-01,Hypertension,Cardiovascular Diseases,Non-Communicable Diseases,548
Siha,2015-10-01,Infectious Eye Disease,Infectious Eye Disease,Infectious/Communicable Diseases,250
Siha,2015-10-01,Intestinal Worms,Gastrointestinal Infections,Infectious/Communicable Diseases,996
Siha,2015-10-01,Leprosy,Other Communicable Diseases,Infectious/Communicable Diseases,0
Siha,2015-10-01,Malaria,Vector-borne Infections,Infectious/Communicable Diseases,104
Siha,2015-10-01,Neoplasms/Cancer,Cancer,Non-Communicable Diseases,12
Siha,2015-10-01,Neuroses,Neurological,Non-Communicable Diseases,30
Siha,2015-10-01,Other Cardiovascular Diseases,Cardiovascular Diseases,Non-Communicable Diseases,38
Siha,2015-10-01,Peptic Ulcers,Other Non-Communicable,Non-Communicable Diseases,336
Siha,2015-10-01,"Pneumonia, Severe",Respiratory Infections,Infectious/Communicable Diseases,218
Siha,2015-10-01,Poisoning,Other Non-Communicable,Non-Communicable Diseases,28
Siha,2015-10-01,Psychoses,Neurological,Non-Communicable Diseases,40
Siha,2015-10-01,Road Traffic Accidents,Trauma,Non-Communicable Diseases,52
Siha,2015-10-01,Schistosomiasis,Other Communicable Diseases,Infectious/Communicable Diseases,0
Siha,2015-10-01,Skin Infection - Fungal,Other Communicable Diseases,Infectious/Communicable Diseases,194
Siha,2015-10-01,Snake and Insect Bites,Other Non-Communicable,Non-Communicable Diseases,8
Siha,2015-10-01,Substance Abuse,Other Non-Communicable,Non-Communicable Diseases,0
Siha,2015-10-01,Tuberculosis,Respiratory Infections,Infectious/Communicable Diseases,16
Siha,2015-10-01,Typhoid,Gastrointestinal Infections,Infectious/Communicable Diseases,0
Siha,2015-10-01,Upper Respiratory Infections,Respiratory Infections,Infectious/Communicable Diseases,4730
Siha,2015-10-01,Urinary Tract Infections,Urinary Infections,Infectious/Communicable Diseases,1538
Siha,2015-11-01,Bronchial Asthma,Chronic Respiratory Diseases,Non-Communicable Diseases,290
Siha,2015-11-01,Caries,Other Non-Communicable,Non-Communicable Diseases,298
Siha,2015-11-01,Diabetes Mellitus,Diabetes Mellitus,Non-Communicable Diseases,392
Siha,2015-11-01,Diarrhea With No Dehydration,Gastrointestinal Infections,Infectious/Communicable Diseases,180
Siha,2015-11-01,Diarrhea With Severe Dehydration,Gastrointestinal Infections,Infectious/Communicable Diseases,48
Siha,2015-11-01,Dysentery,Gastrointestinal Infections,Infectious/Communicable Diseases,40
Siha,2015-11-01,Epilepsy,Neurological,Non-Communicable Diseases,74
Siha,2015-11-01,Fractures,Trauma,Non-Communicable Diseases,46
Siha,2015-11-01,Hypertension,Cardiovascular Diseases,Non-Communicable Diseases,662
Siha,2015-11-01,Infectious Eye Disease,Infectious Eye Disease,Infectious/Communicable Diseases,228
Siha,2015-11-01,Intestinal Worms,Gastrointestinal Infections,Infectious/Communicable Diseases,780
Siha,2015-11-01,Leprosy,Other Communicable Diseases,Infectious/Communicable Diseases,0
Siha,2015-11-01,Malaria,Vector-borne Infections,Infectious/Communicable Diseases,160
Siha,2015-11-01,Neoplasms/Cancer,Cancer,Non-Communicable Diseases,0
Siha,2015-11-01,Neuroses,Neurological,Non-Communicable Diseases,2
Siha,2015-11-01,Other Cardiovascular Diseases,Cardiovascular Diseases,Non-Communicable Diseases,32
Siha,2015-11-01,Peptic Ulcers,Other Non-Communicable,Non-Communicable Diseases,318
Siha,2015-11-01,"Pneumonia, Severe",Respiratory Infections,Infectious/Communicable Diseases,436
Siha,2015-11-01,Poisoning,Other Non-Communicable,Non-Communicable Diseases,12
Siha,2015-11-01,Psychoses,Neurological,Non-Communicable Diseases,48
Siha,2015-11-01,Road Traffic Accidents,Trauma,Non-Communicable Diseases,28
Siha,2015-11-01,Schistosomiasis,Other Communicable Diseases,Infectious/Communicable Diseases,2
Siha,2015-11-01,Skin Infection - Fungal,Other Communicable Diseases,Infectious/Communicable Diseases,286
Siha,2015-11-01,Snake and Insect Bites,Other Non-Communicable,Non-Communicable Diseases,50
Siha,2015-11-01,Substance Abuse,Other Non-Communicable,Non-Communicable Diseases,2
Siha,2015-11-01,Tuberculosis,Respiratory Infections,Infectious/Communicable Diseases,32
Siha,2015-11-01,Typhoid,Gastrointestinal Infections,Infectious/Communicable Diseases,0
Siha,2015-11-01,Upper Respiratory Infections,Respiratory Infections,Infectious/Communicable Diseases,3678
Siha,2015-11-01,Urinary Tract Infections,Urinary Infections,Infectious/Communicable Diseases,1606
Siha,2015-12-01,Bronchial Asthma,Chronic Respiratory Diseases,Non-Communicable Diseases,216
Siha,2015-12-01,Caries,Other Non-Communicable,Non-Communicable Diseases,354
Siha,2015-12-01,Diabetes Mellitus,Diabetes Mellitus,Non-Communicable Diseases,450
Siha,2015-12-01,Diarrhea With No Dehydration,Gastrointestinal Infections,Infectious/Communicable Diseases,486
Siha,2015-12-01,Diarrhea With Severe Dehydration,Gastrointestinal Infections,Infectious/Communicable Diseases,100
Siha,2015-12-01,Dysentery,Gastrointestinal Infections,Infectious/Communicable Diseases,10
Siha,2015-12-01,Epilepsy,Neurological,Non-Communicable Diseases,74
Siha,2015-12-01,Fractures,Trauma,Non-Communicable Diseases,36
Siha,2015-12-01,Hypertension,Cardiovascular Diseases,Non-Communicable Diseases,612
Siha,2015-12-01,Infectious Eye Disease,Infectious Eye Disease,Infectious/Communicable Diseases,80
Siha,2015-12-01,Intestinal Worms,Gastrointestinal Infections,Infectious/Communicable Diseases,992
Siha,2015-12-01,Leprosy,Other Communicable Diseases,Infectious/Communicable Diseases,0
Siha,2015-12-01,Malaria,Vector-borne Infections,Infectious/Communicable Diseases,158
Siha,2015-12-01,Neoplasms/Cancer,Cancer,Non-Communicable Diseases,2
Siha,2015-12-01,Neuroses,Neurological,Non-Communicable Diseases,54
Siha,2015-12-01,Other Cardiovascular Diseases,Cardiovascular Diseases,Non-Communicable Diseases,54
Siha,2015-12-01,Peptic Ulcers,Other Non-Communicable,Non-Communicable Diseases,268
Siha,2015-12-01,"Pneumonia, Severe",Respiratory Infections,Infectious/Communicable Diseases,176
Siha,2015-12-01,Poisoning,Other Non-Communicable,Non-Communicable Diseases,14
Siha,2015-12-01,Psychoses,Neurological,Non-Communicable Diseases,20
Siha,2015-12-01,Road Traffic Accidents,Trauma,Non-Communicable Diseases,98
Siha,2015-12-01,Schistosomiasis,Other Communicable Diseases,Infectious/Communicable Diseases,0
Siha,2015-12-01,Skin Infection - Fungal,Other Communicable Diseases,Infectious/Communicable Diseases,284
Siha,2015-12-01,Snake and Insect Bites,Other Non-Communicable,Non-Communicable Diseases,40
Siha,2015-12-01,Substance Abuse,Other Non-Communicable,Non-Communicable Diseases,0
Siha,2015-12-01,Tuberculosis,Respiratory Infections,Infectious/Communicable Diseases,0
Siha,2015-12-01,Typhoid,Gastrointestinal Infections,Infectious/Communicable Diseases,0
Siha,2015-12-01,Upper Respiratory Infections,Respiratory Infections,Infectious/Communicable Diseases,2432
Siha,2015-12-01,Urinary Tract Infections,Urinary Infections,Infectious/Communicable Diseases,1374
Siha,2016-01-01,Bronchial Asthma,Chronic Respiratory Diseases,Non-Communicable Diseases,324
Siha,2016-01-01,Caries,Other Non-Communicable,Non-Communicable Diseases,434
Siha,2016-01-01,Diabetes Mellitus,Diabetes Mellitus,Non-Communicable Diseases,518
Siha,2016-01-01,Diarrhea With No Dehydration,Gastrointestinal Infections,Infectious/Communicable Diseases,794
Siha,2016-01-01,Diarrhea With Severe Dehydration,Gastrointestinal Infections,Infectious/Communicable Diseases,92
Siha,2016-01-01,Dysentery,Gastrointestinal Infections,Infectious/Communicable Diseases,60
Siha,2016-01-01,Epilepsy,Neurological,Non-Communicable Diseases,95
Siha,2016-01-01,Fractures,Trauma,Non-Communicable Diseases,124
Siha,2016-01-01,Hypertension,Cardiovascular Diseases,Non-Communicable Diseases,752
Siha,2016-01-01,Infectious Eye Disease,Infectious Eye Disease,Infectious/Communicable Diseases,214
Siha,2016-01-01,Intestinal Worms,Gastrointestinal Infections,Infectious/Communicable Diseases,1424
Siha,2016-01-01,Leprosy,Other Communicable Diseases,Infectious/Communicable Diseases,0
Siha,2016-01-01,Malaria,Vector-borne Infections,Infectious/Communicable Diseases,82
Siha,2016-01-01,Neoplasms/Cancer,Cancer,Non-Communicable Diseases,14
Siha,2016-01-01,Neuroses,Neurological,Non-Communicable Diseases,22
Siha,2016-01-01,Other Cardiovascular Diseases,Cardiovascular Diseases,Non-Communicable Diseases,54
Siha,2016-01-01,Peptic Ulcers,Other Non-Communicable,Non-Communicable Diseases,464
Siha,2016-01-01,"Pneumonia, Severe",Respiratory Infections,Infectious/Communicable Diseases,178
Siha,2016-01-01,Poisoning,Other Non-Communicable,Non-Communicable Diseases,30
Siha,2016-01-01,Psychoses,Neurological,Non-Communicable Diseases,40
Siha,2016-01-01,Road Traffic Accidents,Trauma,Non-Communicable Diseases,120
Siha,2016-01-01,Schistosomiasis,Other Communicable Diseases,Infectious/Communicable Diseases,4
Siha,2016-01-01,Skin Infection - Fungal,Other Communicable Diseases,Infectious/Communicable Diseases,384
Siha,2016-01-01,Snake and Insect Bites,Other Non-Communicable,Non-Communicable Diseases,20
Siha,2016-01-01,Substance Abuse,Other Non-Communicable,Non-Communicable Diseases,10
Siha,2016-01-01,Tuberculosis,Respiratory Infections,Infectious/Communicable Diseases,10
Siha,2016-01-01,Typhoid,Gastrointestinal Infections,Infectious/Communicable Diseases,0
Siha,2016-01-01,Upper Respiratory Infections,Respiratory Infections,Infectious/Communicable Diseases,4828
Siha,2016-01-01,Urinary Tract Infections,Urinary Infections,Infectious/Communicable Diseases,1837
Siha,2016-02-01,Bronchial Asthma,Chronic Respiratory Diseases,Non-Communicable Diseases,256
Siha,2016-02-01,Caries,Other Non-Communicable,Non-Communicable Diseases,412
Siha,2016-02-01,Diabetes Mellitus,Diabetes Mellitus,Non-Communicable Diseases,462
Siha,2016-02-01,Diarrhea With No Dehydration,Gastrointestinal Infections,Infectious/Communicable Diseases,530
Siha,2016-02-01,Diarrhea With Severe Dehydration,Gastrointestinal Infections,Infectious/Communicable Diseases,132
Siha,2016-02-01,Dysentery,Gastrointestinal Infections,Infectious/Communicable Diseases,8
Siha,2016-02-01,Epilepsy,Neurological,Non-Communicable Diseases,104
Siha,2016-02-01,Fractures,Trauma,Non-Communicable Diseases,96
Siha,2016-02-01,Hypertension,Cardiovascular Diseases,Non-Communicable Diseases,634
Siha,2016-02-01,Infectious Eye Disease,Infectious Eye Disease,Infectious/Communicable Diseases,228
Siha,2016-02-01,Intestinal Worms,Gastrointestinal Infections,Infectious/Communicable Diseases,1432
Siha,2016-02-01,Leprosy,Other Communicable Diseases,Infectious/Communicable Diseases,0
Siha,2016-02-01,Malaria,Vector-borne Infections,Infectious/Communicable Diseases,68
Siha,2016-02-01,Neoplasms/Cancer,Cancer,Non-Communicable Diseases,32
Siha,2016-02-01,Neuroses,Neurological,Non-Communicable Diseases,30
Siha,2016-02-01,Other Cardiovascular Diseases,Cardiovascular Diseases,Non-Communicable Diseases,70
Siha,2016-02-01,Peptic Ulcers,Other Non-Communicable,Non-Communicable Diseases,384
Siha,2016-02-01,"Pneumonia, Severe",Respiratory Infections,Infectious/Communicable Diseases,150
Siha,2016-02-01,Poisoning,Other Non-Communicable,Non-Communicable Diseases,26
Siha,2016-02-01,Psychoses,Neurological,Non-Communicable Diseases,42
Siha,2016-02-01,Road Traffic Accidents,Trauma,Non-Communicable Diseases,60
Siha,2016-02-01,Schistosomiasis,Other Communicable Diseases,Infectious/Communicable Diseases,0
Siha,2016-02-01,Skin Infection - Fungal,Other Communicable Diseases,Infectious/Communicable Diseases,436
Siha,2016-02-01,Snake and Insect Bites,Other Non-Communicable,Non-Communicable Diseases,16
Siha,2016-02-01,Substance Abuse,Other Non-Communicable,Non-Communicable Diseases,10
Siha,2016-02-01,Tuberculosis,Respiratory Infections,Infectious/Communicable Diseases,16
Siha,2016-02-01,Typhoid,Gastrointestinal Infections,Infectious/Communicable Diseases,0
Siha,2016-02-01,Upper Respiratory Infections,Respiratory Infections,Infectious/Communicable Diseases,4136
Siha,2016-02-01,Urinary Tract Infections,Urinary Infections,Infectious/Communicable Diseases,1966
Siha,2016-03-01,Bronchial Asthma,Chronic Respiratory Diseases,Non-Communicable Diseases,402
Siha,2016-03-01,Caries,Other Non-Communicable,Non-Communicable Diseases,594
Siha,2016-03-01,Diabetes Mellitus,Diabetes Mellitus,Non-Communicable Diseases,334
Siha,2016-03-01,Diarrhea With No Dehydration,Gastrointestinal Infections,Infectious/Communicable Diseases,544
Siha,2016-03-01,Diarrhea With Severe Dehydration,Gastrointestinal Infections,Infectious/Communicable Diseases,38
Siha,2016-03-01,Dysentery,Gastrointestinal Infections,Infectious/Communicable Diseases,24
Siha,2016-03-01,Epilepsy,Neurological,Non-Communicable Diseases,148
Siha,2016-03-01,Fractures,Trauma,Non-Communicable Diseases,82
Siha,2016-03-01,Hypertension,Cardiovascular Diseases,Non-Communicable Diseases,434
Siha,2016-03-01,Infectious Eye Disease,Infectious Eye Disease,Infectious/Communicable Diseases,166
Siha,2016-03-01,Intestinal Worms,Gastrointestinal Infections,Infectious/Communicable Diseases,2454
Siha,2016-03-01,Leprosy,Other Communicable Diseases,Infectious/Communicable Diseases,0
Siha,2016-03-01,Malaria,Vector-borne Infections,Infectious/Communicable Diseases,84
Siha,2016-03-01,Neoplasms/Cancer,Cancer,Non-Communicable Diseases,136
Siha,2016-03-01,Neuroses,Neurological,Non-Communicable Diseases,14
Siha,2016-03-01,Other Cardiovascular Diseases,Cardiovascular Diseases,Non-Communicable Diseases,52
Siha,2016-03-01,Peptic Ulcers,Other Non-Communicable,Non-Communicable Diseases,316
Siha,2016-03-01,"Pneumonia, Severe",Respiratory Infections,Infectious/Communicable Diseases,328
Siha,2016-03-01,Poisoning,Other Non-Communicable,Non-Communicable Diseases,50
Siha,2016-03-01,Psychoses,Neurological,Non-Communicable Diseases,50
Siha,2016-03-01,Road Traffic Accidents,Trauma,Non-Communicable Diseases,110
Siha,2016-03-01,Schistosomiasis,Other Communicable Diseases,Infectious/Communicable Diseases,4
Siha,2016-03-01,Skin Infection - Fungal,Other Communicable Diseases,Infectious/Communicable Diseases,408
Siha,2016-03-01,Snake and Insect Bites,Other Non-Communicable,Non-Communicable Diseases,24
Siha,2016-03-01,Substance Abuse,Other Non-Communicable,Non-Communicable Diseases,14
Siha,2016-03-01,Tuberculosis,Respiratory Infections,Infectious/Communicable Diseases,24
Siha,2016-03-01,Typhoid,Gastrointestinal Infections,Infectious/Communicable Diseases,0
Siha,2016-03-01,Upper Respiratory Infections,Respiratory Infections,Infectious/Communicable Diseases,4454
Siha,2016-03-01,Urinary Tract Infections,Urinary Infections,Infectious/Communicable Diseases,1392
